fecha,anio_mes,anio_hecho,mes_num,nombre_municipio,estrato,sexo_victima,sexo_agresor,casos
2020-02-08,2020-02,2020,2,Bello,Sin Dato,F,M,1
2020-02-10,2020-02,2020,2,Bello,3,F,M,1
2020-02-11,2020-02,2020,2,Bello,Sin Dato,F,M,1
2020-02-18,2020-02,2020,2,Bello,3,F,M,1
2020-02-18,2020-02,2020,2,Bello,Sin Dato,M,F,1
2020-02-21,2020-02,2020,2,Bello,2,F,M,1
2020-02-22,2020-02,2020,2,Bello,2,F,M,1
2020-02-24,2020-02,2020,2,Bello,1,F,M,1
2020-02-25,2020-02,2020,2,Bello,Sin Dato,F,M,1
2020-02-27,2020-02,2020,2,Bello,2,F,M,1
2020-02-27,2020-02,2020,2,Bello,Sin Dato,M,M,1
2020-03-02,2020-03,2020,3,Bello,Sin Dato,F,M,1
2020-03-04,2020-03,2020,3,Bello,Sin Dato,F,F,1
2020-03-06,2020-03,2020,3,Bello,Sin Dato,F,M,1
2020-03-14,2020-03,2020,3,Bello,2,M,M,1
2020-05-21,2020-05,2020,5,Bello,1,F,M,1
2020-08-01,2020-08,2020,8,Bello,2,F,M,1
2020-08-09,2020-08,2020,8,Bello,3,F,M,1
2020-08-31,2020-08,2020,8,Bello,3,M,M,1
2020-09-21,2020-09,2020,9,Bello,2,M,M,1
2020-10-01,2020-10,2020,10,Bello,2,F,F,1
2020-10-15,2020-10,2020,10,Bello,1,M,M,1
2020-10-22,2020-10,2020,10,Bello,3,F,M,1
2020-12-01,2020-12,2020,12,Bello,2,F,M,1
2020-12-24,2020-12,2020,12,Bello,Sin Dato,F,M,1
2021-01-21,2021-01,2021,1,Bello,3,M,M,1
2021-02-20,2021-02,2021,2,Bello,Sin Dato,F,M,1
2021-02-28,2021-02,2021,2,Bello,2,F,M,1
2021-03-08,2021-03,2021,3,Bello,1,F,M,1
2021-03-29,2021-03,2021,3,Bello,2,F,M,1
2021-04-28,2021-04,2021,4,Bello,Sin Dato,F,M,1
2021-06-01,2021-06,2021,6,Bello,2,M,F,1
2021-06-02,2021-06,2021,6,Bello,3,F,M,1
2021-06-09,2021-06,2021,6,Bello,Sin Dato,F,M,1
2021-06-28,2021-06,2021,6,Bello,3,F,M,1
2021-07-12,2021-07,2021,7,Bello,Sin Dato,M,M,1
2021-07-22,2021-07,2021,7,Bello,Sin Dato,F,M,1
2021-07-26,2021-07,2021,7,Bello,3,F,M,1
2021-08-09,2021-08,2021,8,Bello,Sin Dato,F,F,1
2021-08-10,2021-08,2021,8,Bello,Sin Dato,F,F,1
2021-08-16,2021-08,2021,8,Bello,3,F,M,1
2021-08-18,2021-08,2021,8,Bello,2,F,M,1
2021-08-24,2021-08,2021,8,Bello,2,F,M,1
2021-08-26,2021-08,2021,8,Bello,Sin Dato,F,M,1
2021-08-27,2021-08,2021,8,Bello,2,F,M,1
2021-08-30,2021-08,2021,8,Bello,Sin Dato,F,M,1
2021-09-03,2021-09,2021,9,Bello,Sin Dato,F,M,1
2021-09-06,2021-09,2021,9,Bello,2,F,M,1
2021-09-10,2021-09,2021,9,Bello,3,F,M,1
2021-09-15,2021-09,2021,9,Bello,3,F,M,1
2021-09-25,2021-09,2021,9,Bello,3,F,F,1
2021-10-03,2021-10,2021,10,Bello,2,F,M,1
2021-10-06,2021-10,2021,10,Bello,2,F,M,1
2021-10-19,2021-10,2021,10,Bello,2,F,M,1
2021-10-25,2021-10,2021,10,Bello,Sin Dato,F,M,1
2021-10-27,2021-10,2021,10,Bello,Sin Dato,F,M,1
2021-11-03,2021-11,2021,11,Bello,Sin Dato,F,M,1
2021-11-08,2021-11,2021,11,Bello,2,F,M,1
2021-11-12,2021-11,2021,11,Bello,Sin Dato,F,M,1
2021-11-29,2021-11,2021,11,Bello,1,F,M,1
2021-12-15,2021-12,2021,12,Bello,2,F,M,1
2021-12-15,2021-12,2021,12,Bello,3,F,M,1
2021-12-30,2021-12,2021,12,Bello,6,F,M,1
2022-01-06,2022-01,2022,1,Bello,Sin Dato,F,M,2
2022-01-12,2022-01,2022,1,Bello,2,F,M,1
2022-01-27,2022-01,2022,1,Bello,1,F,M,1
2022-02-07,2022-02,2022,2,Bello,2,F,M,1
2022-02-11,2022-02,2022,2,Bello,2,F,M,1
2022-02-25,2022-02,2022,2,Bello,2,F,M,1
2022-03-16,2022-03,2022,3,Bello,1,F,M,1
2022-03-19,2022-03,2022,3,Bello,2,F,M,2
2022-04-04,2022-04,2022,4,Bello,Sin Dato,F,M,1
2022-04-13,2022-04,2022,4,Bello,Sin Dato,F,M,1
2022-04-17,2022-04,2022,4,Bello,3,F,M,1
2022-04-20,2022-04,2022,4,Bello,3,F,M,1
2022-04-21,2022-04,2022,4,Bello,2,F,M,1
2022-05-02,2022-05,2022,5,Bello,2,M,M,1
2022-05-06,2022-05,2022,5,Bello,3,F,M,1
2022-05-11,2022-05,2022,5,Bello,2,F,M,1
2022-05-14,2022-05,2022,5,Bello,1,F,M,1
2022-05-18,2022-05,2022,5,Bello,1,F,M,1
2022-05-26,2022-05,2022,5,Bello,1,F,M,1
2022-05-31,2022-05,2022,5,Bello,3,F,M,1
2022-06-09,2022-06,2022,6,Bello,3,F,F,2
2022-06-14,2022-06,2022,6,Bello,5,F,M,1
2022-06-14,2022-06,2022,6,Bello,2,M,M,1
2022-06-15,2022-06,2022,6,Bello,1,F,M,1
2022-07-06,2022-07,2022,7,Bello,1,F,M,1
2022-07-19,2022-07,2022,7,Bello,1,F,M,1
2022-07-22,2022-07,2022,7,Bello,3,F,M,2
2022-08-10,2022-08,2022,8,Bello,3,F,M,1
2022-08-14,2022-08,2022,8,Bello,Sin Dato,F,M,1
2022-08-17,2022-08,2022,8,Bello,2,F,M,1
2022-08-22,2022-08,2022,8,Bello,Sin Dato,M,M,1
2022-08-30,2022-08,2022,8,Bello,1,M,F,1
2022-09-03,2022-09,2022,9,Bello,Sin Dato,F,F,1
2022-09-05,2022-09,2022,9,Bello,3,F,M,1
2022-09-15,2022-09,2022,9,Bello,2,F,M,1
2022-09-19,2022-09,2022,9,Bello,2,M,M,1
2022-09-22,2022-09,2022,9,Bello,2,F,M,1
2022-10-02,2022-10,2022,10,Bello,Sin Dato,F,M,1
2022-10-28,2022-10,2022,10,Bello,3,F,M,1
2022-11-03,2022-11,2022,11,Bello,3,F,M,1
2022-11-09,2022-11,2022,11,Bello,Sin Dato,F,M,3
2022-11-11,2022-11,2022,11,Bello,3,F,F,1
2022-11-14,2022-11,2022,11,Bello,1,F,M,2
2022-11-14,2022-11,2022,11,Bello,2,F,M,1
2022-11-16,2022-11,2022,11,Bello,3,F,M,1
2022-11-18,2022-11,2022,11,Bello,3,F,M,1
2022-11-24,2022-11,2022,11,Bello,3,F,M,1
2022-11-25,2022-11,2022,11,Bello,3,F,M,1
2022-11-30,2022-11,2022,11,Bello,1,F,M,1
2022-11-30,2022-11,2022,11,Bello,2,F,M,1
2022-12-02,2022-12,2022,12,Bello,2,F,M,1
2022-12-04,2022-12,2022,12,Bello,2,F,M,1
2019-01-19,2019-01,2019,1,Caldas,1,F,M,1
2019-06-29,2019-06,2019,6,Caldas,3,F,M,1
2020-03-08,2020-03,2020,3,Caldas,2,F,M,1
2020-03-18,2020-03,2020,3,Caldas,2,F,M,1
2020-05-28,2020-05,2020,5,Caldas,1,F,M,1
2020-11-11,2020-11,2020,11,Caldas,1,F,M,1
2020-11-18,2020-11,2020,11,Caldas,3,F,M,1
2021-06-17,2021-06,2021,6,Caldas,1,F,M,1
2022-11-12,2022-11,2022,11,Caldas,2,F,M,1
2022-11-19,2022-11,2022,11,Caldas,2,F,M,1
2022-11-22,2022-11,2022,11,Caldas,2,M,F,1
2020-11-27,2020-11,2020,11,Campamento,2,F,M,1
2021-04-21,2021-04,2021,4,Carepa,2,F,M,1
2022-08-21,2022-08,2022,8,Carepa,1,F,M,1
2022-10-21,2022-10,2022,10,Carepa,3,F,M,1
2015-03-16,2015-03,2015,3,Caucasia,Sin Dato,F,M,1
2020-01-03,2020-01,2020,1,Cañasgordas,Sin Dato,F,M,1
2021-03-09,2021-03,2021,3,Chigorodo,Sin Dato,F,M,1
2022-03-25,2022-03,2022,3,Chigorodo,Sin Dato,F,F,1
2019-01-25,2019-01,2019,1,Ciudad Bolivar,1,F,F,1
2019-07-09,2019-07,2019,7,Ciudad Bolivar,3,F,F,1
2017-08-16,2017-08,2017,8,Cocorna,Sin Dato,F,M,1
2022-11-12,2022-11,2022,11,Concordia,1,F,M,1
2015-06-18,2015-06,2015,6,Copacabana,Sin Dato,F,M,1
2019-06-29,2019-06,2019,6,Copacabana,3,F,F,1
2019-09-24,2019-09,2019,9,Copacabana,2,F,M,1
2019-09-25,2019-09,2019,9,Copacabana,2,F,M,1
2020-02-17,2020-02,2020,2,Copacabana,2,F,F,1
2020-02-28,2020-02,2020,2,Copacabana,3,M,M,1
2020-06-18,2020-06,2020,6,Copacabana,2,F,M,1
2020-06-30,2020-06,2020,6,Copacabana,2,M,F,1
2021-12-14,2021-12,2021,12,Copacabana,Sin Dato,M,M,1
2021-12-25,2021-12,2021,12,Copacabana,2,F,M,1
2022-02-09,2022-02,2022,2,Copacabana,3,F,M,1
2022-07-19,2022-07,2022,7,Copacabana,3,F,M,1
2022-10-03,2022-10,2022,10,Copacabana,2,F,M,1
2020-10-05,2020-10,2020,10,Don Matias,3,F,M,1
2020-10-05,2020-10,2020,10,Don Matias,3,M,M,1
2015-10-01,2015-10,2015,10,Ebejico,Sin Dato,M,F,1
2020-01-20,2020-01,2020,1,Ebejico,Sin Dato,F,M,2
2020-06-23,2020-06,2020,6,El Bagre,1,F,M,1
2019-06-26,2019-06,2019,6,El Carmen De Viboral,Sin Dato,M,M,1
2020-05-29,2020-05,2020,5,El Carmen De Viboral,3,F,M,1
2020-07-11,2020-07,2020,7,El Carmen De Viboral,1,F,M,1
2020-09-21,2020-09,2020,9,El Carmen De Viboral,3,F,M,2
2022-07-01,2022-07,2022,7,El Carmen De Viboral,3,F,M,1
2022-08-02,2022-08,2022,8,El Carmen De Viboral,Sin Dato,F,M,1
2021-06-06,2021-06,2021,6,El Santuario,2,F,M,1
2017-04-22,2017-04,2017,4,Envigado,Sin Dato,F,M,1
2019-03-09,2019-03,2019,3,Envigado,2,M,M,1
2019-05-17,2019-05,2019,5,Envigado,5,F,F,1
2019-07-02,2019-07,2019,7,Envigado,Sin Dato,F,M,1
2019-07-29,2019-07,2019,7,Envigado,Sin Dato,M,M,1
2019-08-15,2019-08,2019,8,Envigado,Sin Dato,M,M,1
2019-08-24,2019-08,2019,8,Envigado,2,F,M,1
2019-09-02,2019-09,2019,9,Envigado,3,F,F,1
2019-09-25,2019-09,2019,9,Envigado,4,F,M,1
2019-10-06,2019-10,2019,10,Envigado,Sin Dato,F,M,1
2019-10-27,2019-10,2019,10,Envigado,Sin Dato,F,M,1
2019-12-03,2019-12,2019,12,Envigado,Sin Dato,F,M,1
2019-12-06,2019-12,2019,12,Envigado,3,M,F,1
2019-12-14,2019-12,2019,12,Envigado,3,F,M,1
2020-01-04,2020-01,2020,1,Envigado,2,F,M,1
2020-01-05,2020-01,2020,1,Envigado,3,F,M,1
2020-01-13,2020-01,2020,1,Envigado,3,F,M,1
2020-01-29,2020-01,2020,1,Envigado,Sin Dato,M,M,1
2020-02-13,2020-02,2020,2,Envigado,2,F,M,1
2020-02-18,2020-02,2020,2,Envigado,Sin Dato,F,M,1
2020-02-20,2020-02,2020,2,Envigado,3,F,M,1
2020-03-06,2020-03,2020,3,Envigado,Sin Dato,F,F,1
2020-03-16,2020-03,2020,3,Envigado,2,F,F,1
2020-06-01,2020-06,2020,6,Envigado,3,F,M,1
2020-06-08,2020-06,2020,6,Envigado,3,F,M,1
2020-07-01,2020-07,2020,7,Envigado,4,F,M,1
2020-09-09,2020-09,2020,9,Envigado,3,F,M,1
2020-10-01,2020-10,2020,10,Envigado,Sin Dato,F,M,1
2020-10-02,2020-10,2020,10,Envigado,Sin Dato,F,M,1
2020-12-17,2020-12,2020,12,Envigado,Sin Dato,F,M,1
2021-01-15,2021-01,2021,1,Envigado,3,F,M,1
2021-01-25,2021-01,2021,1,Envigado,Sin Dato,F,M,1
2021-02-02,2021-02,2021,2,Envigado,Sin Dato,F,M,1
2021-02-06,2021-02,2021,2,Envigado,3,F,M,1
2021-02-13,2021-02,2021,2,Envigado,4,M,M,1
2021-02-19,2021-02,2021,2,Envigado,3,F,M,1
2021-02-24,2021-02,2021,2,Envigado,Sin Dato,F,M,1
2021-02-24,2021-02,2021,2,Envigado,Sin Dato,M,M,1
2021-03-08,2021-03,2021,3,Envigado,Sin Dato,F,M,1
2021-05-04,2021-05,2021,5,Envigado,Sin Dato,M,F,1
2021-05-18,2021-05,2021,5,Envigado,Sin Dato,F,M,1
2021-05-31,2021-05,2021,5,Envigado,3,F,M,1
2021-06-02,2021-06,2021,6,Envigado,3,F,F,1
2021-06-11,2021-06,2021,6,Envigado,2,F,M,1
2021-07-03,2021-07,2021,7,Envigado,2,F,M,1
2021-07-09,2021-07,2021,7,Envigado,3,M,F,1
2021-08-21,2021-08,2021,8,Envigado,2,F,M,1
2021-08-31,2021-08,2021,8,Envigado,Sin Dato,F,M,1
2021-09-06,2021-09,2021,9,Envigado,Sin Dato,F,M,1
2021-09-14,2021-09,2021,9,Envigado,3,F,M,1
2021-10-14,2021-10,2021,10,Envigado,4,F,M,1
2021-11-26,2021-11,2021,11,Envigado,3,F,M,2
2021-12-18,2021-12,2021,12,Envigado,3,F,M,1
2021-12-20,2021-12,2021,12,Envigado,3,F,M,1
2022-01-19,2022-01,2022,1,Envigado,3,F,M,1
2022-01-25,2022-01,2022,1,Envigado,4,M,M,1
2022-01-31,2022-01,2022,1,Envigado,3,F,M,1
2022-02-03,2022-02,2022,2,Envigado,3,F,M,1
2022-02-04,2022-02,2022,2,Envigado,3,F,M,1
2022-03-07,2022-03,2022,3,Envigado,Sin Dato,F,M,1
2022-03-22,2022-03,2022,3,Envigado,3,F,M,1
2022-03-25,2022-03,2022,3,Envigado,Sin Dato,F,M,1
2022-04-06,2022-04,2022,4,Envigado,3,F,M,1
2022-04-20,2022-04,2022,4,Envigado,3,F,M,1
2022-05-02,2022-05,2022,5,Envigado,3,F,M,1
2022-05-05,2022-05,2022,5,Envigado,2,F,M,1
2022-05-07,2022-05,2022,5,Envigado,3,F,M,1
2022-05-11,2022-05,2022,5,Envigado,4,F,M,1
2022-05-24,2022-05,2022,5,Envigado,Sin Dato,F,M,1
2022-06-17,2022-06,2022,6,Envigado,Sin Dato,F,M,1
2022-07-14,2022-07,2022,7,Envigado,3,F,M,1
2022-07-30,2022-07,2022,7,Envigado,2,F,M,2
2022-08-16,2022-08,2022,8,Envigado,3,F,M,1
2022-08-30,2022-08,2022,8,Envigado,Sin Dato,F,M,1
2022-09-15,2022-09,2022,9,Envigado,3,F,M,1
2022-10-24,2022-10,2022,10,Envigado,3,F,M,1
2022-11-21,2022-11,2022,11,Envigado,Sin Dato,M,M,1
2015-11-28,2015-11,2015,11,Girardota,Sin Dato,F,M,1
2019-05-17,2019-05,2019,5,Girardota,2,M,F,1
2019-06-08,2019-06,2019,6,Girardota,2,F,M,1
2019-07-09,2019-07,2019,7,Girardota,2,M,M,1
2019-08-03,2019-08,2019,8,Girardota,2,M,M,1
2019-12-20,2019-12,2019,12,Girardota,2,F,F,1
2020-01-23,2020-01,2020,1,Girardota,2,F,M,1
2020-02-05,2020-02,2020,2,Girardota,2,F,M,1
2020-04-18,2020-04,2020,4,Girardota,2,F,M,1
2020-05-09,2020-05,2020,5,Girardota,2,F,M,1
2020-06-28,2020-06,2020,6,Girardota,2,M,M,1
2020-07-18,2020-07,2020,7,Girardota,2,M,M,1
2020-10-22,2020-10,2020,10,Girardota,2,F,M,2
2020-12-26,2020-12,2020,12,Girardota,3,F,M,1
2020-12-29,2020-12,2020,12,Girardota,2,F,M,1
2021-05-10,2021-05,2021,5,Girardota,2,F,M,1
2021-09-09,2021-09,2021,9,Girardota,Sin Dato,F,M,1
2022-02-17,2022-02,2022,2,Girardota,2,F,M,1
2022-04-04,2022-04,2022,4,Girardota,Sin Dato,F,M,1
2022-05-27,2022-05,2022,5,Girardota,2,F,F,1
2022-07-28,2022-07,2022,7,Girardota,2,F,M,1
2022-10-07,2022-10,2022,10,Girardota,2,F,M,1
2022-10-28,2022-10,2022,10,Girardota,2,F,M,1
2022-11-05,2022-11,2022,11,Girardota,2,F,M,1
2022-11-17,2022-11,2022,11,Girardota,2,M,M,1
2019-06-21,2019-06,2019,6,Guarne,1,F,M,1
2020-09-26,2020-09,2020,9,Guarne,3,F,M,1
2021-05-24,2021-05,2021,5,Guarne,2,F,M,1
2022-01-17,2022-01,2022,1,Guarne,2,M,M,1
2022-08-03,2022-08,2022,8,Guatape,1,F,M,1
2022-08-03,2022-08,2022,8,Guatape,1,M,M,1
2021-09-14,2021-09,2021,9,Heliconia,2,F,M,1
2022-04-18,2022-04,2022,4,Hispania,Sin Dato,F,M,1
2018-01-13,2018-01,2018,1,Itagui,Sin Dato,F,M,1
2019-01-09,2019-01,2019,1,Itagui,3,F,M,1
2019-01-21,2019-01,2019,1,Itagui,3,M,M,1
2019-02-15,2019-02,2019,2,Itagui,2,F,M,1
2019-02-23,2019-02,2019,2,Itagui,3,F,F,2
2019-03-09,2019-03,2019,3,Itagui,3,F,M,1
2019-03-23,2019-03,2019,3,Itagui,2,F,M,1
2019-04-06,2019-04,2019,4,Itagui,3,F,M,1
2019-04-08,2019-04,2019,4,Itagui,3,F,M,1
2019-04-30,2019-04,2019,4,Itagui,3,F,M,1
2019-05-20,2019-05,2019,5,Itagui,2,F,F,1
2019-05-22,2019-05,2019,5,Itagui,3,F,M,1
2019-06-28,2019-06,2019,6,Itagui,2,F,M,2
2019-07-20,2019-07,2019,7,Itagui,3,M,M,1
2019-07-27,2019-07,2019,7,Itagui,2,F,M,1
2019-07-29,2019-07,2019,7,Itagui,3,M,M,1
2019-08-02,2019-08,2019,8,Itagui,Sin Dato,F,M,1
2019-08-16,2019-08,2019,8,Itagui,3,F,M,1
2019-08-18,2019-08,2019,8,Itagui,2,F,M,1
2019-08-26,2019-08,2019,8,Itagui,3,F,M,1
2019-09-07,2019-09,2019,9,Itagui,3,F,M,1
2019-10-15,2019-10,2019,10,Itagui,2,F,M,1
2019-10-29,2019-10,2019,10,Itagui,Sin Dato,F,F,1
2019-10-30,2019-10,2019,10,Itagui,3,F,M,1
2019-11-18,2019-11,2019,11,Itagui,1,F,M,1
2019-12-07,2019-12,2019,12,Itagui,3,F,M,1
2019-12-10,2019-12,2019,12,Itagui,3,F,M,1
2020-02-15,2020-02,2020,2,Itagui,2,F,M,1
2020-02-22,2020-02,2020,2,Itagui,2,F,M,1
2020-03-03,2020-03,2020,3,Itagui,1,F,M,1
2020-03-05,2020-03,2020,3,Itagui,3,M,F,1
2020-03-13,2020-03,2020,3,Itagui,2,F,M,1
2020-05-18,2020-05,2020,5,Itagui,2,F,M,1
2020-05-26,2020-05,2020,5,Itagui,3,F,M,1
2020-06-13,2020-06,2020,6,Itagui,1,F,M,1
2020-07-30,2020-07,2020,7,Itagui,3,F,M,1
2020-10-19,2020-10,2020,10,Itagui,2,F,M,1
2020-11-29,2020-11,2020,11,Itagui,3,F,M,1
2020-12-10,2020-12,2020,12,Itagui,3,F,M,1
2021-01-07,2021-01,2021,1,Itagui,2,F,M,1
2021-01-08,2021-01,2021,1,Itagui,3,F,M,1
2021-01-17,2021-01,2021,1,Itagui,3,M,M,1
2021-02-01,2021-02,2021,2,Itagui,Sin Dato,F,M,1
2021-02-13,2021-02,2021,2,Itagui,3,F,M,1
2021-02-19,2021-02,2021,2,Itagui,3,F,M,1
2021-03-10,2021-03,2021,3,Itagui,2,F,M,1
2021-04-20,2021-04,2021,4,Itagui,3,F,M,1
2021-05-19,2021-05,2021,5,Itagui,3,F,M,1
2021-06-12,2021-06,2021,6,Itagui,3,F,M,1
2021-06-14,2021-06,2021,6,Itagui,3,F,M,1
2021-06-21,2021-06,2021,6,Itagui,3,F,M,1
2021-07-06,2021-07,2021,7,Itagui,Sin Dato,M,M,1
2021-07-19,2021-07,2021,7,Itagui,Sin Dato,F,M,1
2021-08-03,2021-08,2021,8,Itagui,2,F,M,1
2021-08-06,2021-08,2021,8,Itagui,Sin Dato,F,M,1
2021-08-23,2021-08,2021,8,Itagui,2,F,M,1
2021-09-21,2021-09,2021,9,Itagui,2,M,F,1
2021-10-22,2021-10,2021,10,Itagui,Sin Dato,F,M,1
2021-12-10,2021-12,2021,12,Itagui,Sin Dato,F,M,1
2021-12-10,2021-12,2021,12,Itagui,3,M,F,1
2022-01-11,2022-01,2022,1,Itagui,Sin Dato,F,M,1
2022-01-11,2022-01,2022,1,Itagui,4,M,M,1
2022-01-12,2022-01,2022,1,Itagui,3,M,M,1
2022-01-15,2022-01,2022,1,Itagui,4,M,M,1
2022-01-17,2022-01,2022,1,Itagui,Sin Dato,M,M,1
2022-01-21,2022-01,2022,1,Itagui,3,M,M,1
2022-01-29,2022-01,2022,1,Itagui,2,M,M,1
2022-02-23,2022-02,2022,2,Itagui,3,F,M,1
2022-02-28,2022-02,2022,2,Itagui,3,F,M,1
2022-03-11,2022-03,2022,3,Itagui,4,F,M,1
2022-03-12,2022-03,2022,3,Itagui,3,F,M,1
2022-03-25,2022-03,2022,3,Itagui,3,F,M,1
2022-03-31,2022-03,2022,3,Itagui,2,F,M,1
2022-04-07,2022-04,2022,4,Itagui,2,F,M,1
2022-04-10,2022-04,2022,4,Itagui,3,F,M,1
2022-04-13,2022-04,2022,4,Itagui,4,F,M,1
